37,Hard,4,Neogi Hatchling,Aberration,VGM 179
38,Hard,1,Bandit,Humanoid,MM 343,1,Scorpion Cultist,Humanoid,ToB 425
39,Hard,4,Lantern Beetle,Beast,ToB2 40,2,Pony,Beast,MM 335
40,Hard,8,Spider,Beast,MM 337
41,Hard,4,Hyena,Beast,MM 331,1,Alligator Turtle,Beast,ToB2 387
42,Hard,2,Poisonous Snake,Beast,MM 334,1,Ape,Beast,MM 317
43,Hard,4,Fennec Fox,Beast,ToB2 390
44,Hard,1,Xvart,Humanoid,VGM 200,1,Burrowling,Humanoid,ToB 49
45,Hard,4,Baboon,Beast,MM 318,2,Mule,Beast,MM 333
46,Hard,8,Spider,Beast,MM 337
47,Hard,4,Crawling Claw,Undead,MM 44,1,Skull Lantern,Undead,CC 343
48,Hard,2,Cikavak,Beast,ToB 58,1,Dire Rat,Beast,Skaven 15
49,Hard,4,Gorao-Ka,Fey,ToB2 221
50,Hard,1,Sniffer Beetle,Beast,ToB2 40,1,Dire Rat,Beast,Skaven 15
51,Hard,4,Bilby,Beast,ToB2 388,2,Sniffer Beetle,Beast,ToB2 40
52,Hard,8,Sea Horse,Beast,MM 337
53,Hard,4,Myconid Sprout,Plant,MM 230,1,Needle Blight,Plant,MM 32
54,Hard,2,Giant Rat,Beast,MM 327,1,Ape,Beast,MM 317
55,Hard,4,Skavenslave,Humanoid,Skaven 5
56,Hard,1,Lymarien,Fey,ToB2 248,1,Miremal,Fey,ToB 292
57,Hard,4,Sea Horse,Beast,MM 337,2,Mule,Beast,MM 333
58,Hard,8,Crawling Claw,Undead,MM 44
59,Hard,4,Badger,Beast,MM 318,1,Giant Gray Owl,Beast,ToB2 394
60,Hard,2,Xvart,Humanoid,VGM 200,1,Eshin Arbalester,Humanoid,Skaven 13
61,Deadly,4,Blood Hawk,Beast,MM 319,1,Necrotic Tick,Beast,CC 275
62,Deadly,2,Wicked Skull,Monstrosity,ToB2 368,2,Orniraptor,Monstrosity,ToB2 285
63,Deadly,6,Owl,Beast,MM 333,2,Camel,Beast,MM 320
64,Deadly,6,Scorpion,Beast,MM 337,1,Constrictor Snake,Beast,MM 320
65,Deadly,2,Twig Blight,Plant,MM 32,1,Vine Blight,Plant,MM 32
66,Deadly,1,Khamaseen,Elemental,ToB3 250
67,Deadly,6,Flying Snake,Beast,MM 322
68,Deadly,1,Morko,Fey,CC 270,1,Catterball,Fey,ToB3 76
69,Deadly,4,Wharfling,Beast,ToB 407,1,Bull,Beast,ToB2 388
70,Deadly,2,Flumph,Aberration,MM 135,2,Mimic' Map,Aberration,ToB 289
71,Deadly,6,Crab,Beast,MM 320,2,Sniffer Beetle,Beast,ToB2 40
72,Deadly,6,Octopus,Beast,MM 333,1,Cow,Beast,VGM 207
73,Deadly,2,Fennec Fox,Beast,ToB2 390,1,Black Bear,Beast,MM 318
74,Deadly,1,Grindylow,Aberration,CC 210
75,Deadly,6,Camel,Beast,MM 320
76,Deadly,1,Witchlight,Construct,ToB 409,1,Bronze Sable,Construct,MOoT 210
77,Deadly,4,Fennec Fox,Beast,ToB2 390,1,Jeholopterus,Beast,ToB3 127
78,Deadly,2,Tribal Warrior,Humanoid,MM 350,2,Elves' Shadow Fey' Elf,Humanoid,ToB 171
79,Deadly,6,Myconid Sprout,Plant,MM 230,2,Twig Blight,Plant,MM 32
80,Deadly,6,Cranium Rat,Beast,VGM 133,1,Giant Bat,Beast,MM 323
81,Deadly,2,Expeditious Messenger,Construct,Ebb 293,1,Weirding Scroll,Construct,CC 376
82,Deadly,1,Broodiken,Construct,ToB 45
83,Deadly,6,Cultist,Humanoid,MM 345
84,Deadly,1,Riding Horse,Beast,MM 336,1,Giant Octopus,Beast,MM 326
85,Deadly,4,Fennec Fox,Beast,ToB2 390,1,Dimetrodon,Beast,VGM 139
86,Deadly,2,Gremishka,Monstrosity,VRgtR 235,2,Orniraptor,Monstrosity,ToB2 285
87,Deadly,6,Vulture,Beast,MM 339,2,Giant Crab,Beast,MM 324
88,Deadly,6,Quipper,Beast,MM 335,1,Giant Centipede,Beast,MM 323
89,Deadly,2,Boggle,Fey,VGM 128,1,Rochade,Fey,ToB3 332
90,Deadly,1,Vargouille,Fiend,VGM 195
91,Insanity,8,Expeditious Messenger,Construct,Ebb 293
92,Insanity,2,Holler Spider,Beast,ToB2 395,1,Weasel' Albino Death,Beast,CC 374
93,Insanity,4,Flumph,Aberration,MM 135,2,Mimic' Map,Aberration,ToB 289
94,Insanity,1,Terror Bird,Beast,CC 352
95,Insanity,2,Drake' Pact,Dragon,CC 130
96,Insanity,2,Snake' Swamp Adder,Beast,ToB 354,2,Giant Wasp,Beast,MM 329
97,Insanity,4,Leonino,Beast,CC 250,1,Giant Moth' Shockwing,Beast,CC 179
98,Insanity,8,Poisonous Snake,Beast,MM 334
99,Insanity,2,Giant Badger,Beast,MM 323,1,Giant Toad,Beast,MM 329
100,Insanity,4,Camel,Beast,MM 320,2,Swarm of Rats,Beast,MM 339
101,Medium,6,Blood-Toll Harpy,Monstrosity,MOoT 227
102,Medium,4,Valenar Hawk,Fey,Ebb 312,1,Hinderling,Fey,ToB3 232
103,Medium,2,Giant Weasel,Beast,MM 329,1,Reef Shark,Beast,MM 336
104,Medium,1,Shadow Blight,Plant,CC 326
105,Medium,6,Cat,Beast,MM 320,2,Sniffer Beetle,Beast,ToB2 40
106,Medium,2,Shroud,Undead,ToB 348,2,Ghoul Bat,Undead,ToB2 391
107,Medium,1,Bullywug,Humanoid,MM 35,1,Dhampir,Humanoid,CC 106
108,Medium,6,Shrieker,Plant,MM 138,1,Shiftshroom,Plant,ToB2 159
109,Medium,6,Slaad Tadpole,Aberration,MM 276
110,Medium,4,Guard,Humanoid,MM 347,1,Roachling Skirmisher,Humanoid,ToB 329
111,Medium,2,Expeditious Messenger,Construct,Ebb 293,1,Anvilwrought Raptor,Construct,MOoT 209
112,Medium,1,Rakdos Performer,Humanoid,GGR 249
113,Medium,6,Badger,Beast,MM 318,2,Cikavak,Beast,ToB 58
114,Medium,2,Shroud,Undead,ToB 348,2,Gnoll Witherling,Undead,VGM 155
115,Medium,1,Sprite,Fey,MM 283,1,Quickling,Fey,VGM 187
116,Medium,6,Shrieker,Plant,MM 138,1,Alliumite,Plant,CC 13
117,Medium,6,Merfolk,Humanoid,MM 218
118,Medium,4,Mule,Beast,MM 333,1,Giant Poisonous Snake,Beast,MM 327
119,Medium,2,Giant Weasel,Beast,MM 329,1,Warhorse,Beast,MM 340
120,Medium,1,Dinosaur' Nodosaurus,Beast,CC 109
121,Medium,6,Bilby,Beast,ToB2 388,2,Compsognathus,Beast,ToB2 108
122,Medium,2,Valenar Hawk,Fey,Ebb 312,2,Blink Dog,Fey,MM 318
123,Medium,1,Panther,Beast,MM 333,1,Clacker Beetle Soldier,Beast,ToB3 54
124,Medium,6,Cat,Beast,MM 320,1,Giant Armadillo,Beast,ToB2 392
125,Medium,6,Wharfling,Beast,ToB 407
126,Medium,4,Cikavak,Beast,ToB 58,1,Hadrosaurus,Beast,VGM 140
127,Medium,2,Poisonous Snake,Beast,MM 334,1,Crocodile,Beast,MM 320
128,Medium,1,Young Faerie Dragon,Dragon,MM 133
129,Medium,6,Owl,Beast,MM 333,2,Stirge,Beast,MM 284
130,Medium,2,Poisonous Snake,Beast,MM 334,2,Giant Wolf Spider,Beast,MM 330
131,Hard,6,Stryx,Monstrosity,ToB 369,1,Wretched Sorrowsworn,Monstrosity,MTF 233
132,Hard,2,Giant Flea,Beast,ToB3 197,1,Giant Vulture,Beast,MM 329
133,Hard,9,Baboon,Beast,MM 318,1,Giant Moth' Rimewing,Beast,CC 178
134,Hard,3,Pony,Beast,MM 335,2,Giant Lizard,Beast,MM 326
135,Hard,6,Tribal Warrior,Humanoid,MM 350
136,Hard,1,Alligator Turtle,Beast,ToB2 387,1,Deinonychus,Beast,VGM 139
137,Hard,3,Compsognathus,Beast,ToB2 108,1,Clawfoot,Beast,Ebb 289
138,Hard,6,Giant Rat,Beast,MM 327,1,Holler Spider,Beast,ToB2 395
139,Hard,2,Xanka,Construct,ToB 411,1,Clockwork Soldier,Construct,CC 65
140,Hard,9,Quipper,Beast,MM 335,1,Holler Spider,Beast,ToB2 395
141,Hard,3,Camel,Beast,MM 320,2,Garroter Crab,Beast,ToB 208
142,Hard,6,Compsognathus,Beast,ToB2 108
143,Hard,1,Resinous Frog,Beast,ToB2 397,1,Moorbounder,Beast,EGtW 295
144,Hard,3,Leonino,Beast,CC 250,1,Giant Snow Beetle,Beast,ToB2 39
145,Hard,6,Pony,Beast,MM 335,1,Giant Armadillo,Beast,ToB2 392
146,Hard,2,Golem' Lesser' Hair,Construct,CC 200,1,Scarecrow,Construct,MM 268
147,Hard,9,Zoog,Aberration,CC 396,1,Mimic' Map,Aberration,ToB 289
148,Hard,3,Skavenslave,Humanoid,Skaven 5,2,Elves' Shadow Fey' Elf,Humanoid,ToB 171
149,Hard,6,Ice Bogie,Fey,ToB2 209
150,Hard,1,Resinous Frog,Beast,ToB2 397,1,Swarm of Quippers,Beast,MM 338
151,Hard,3,Flumph,Aberration,MM 135,1,Core Spawn Crawler,Aberration,EGtW 286
152,Hard,6,Blood-Toll Harpy,Monstrosity,MOoT 227,1,Wretched Sorrowsworn,Monstrosity,MTF 233
153,Hard,2,Grove Bear,Beast,ToB2 394,1,Bastet Temple Cat,Beast,ToB 32
154,Hard,9,Lantern Beetle,Beast,ToB2 40,1,Wolf,Beast,MM 341
155,Hard,3,Climbing Vine,Plant,ToB3 85,2,Alliumite,Plant,CC 13
156,Hard,6,Wharfling,Beast,ToB 407
157,Hard,1,Hinderling,Fey,ToB3 232,1,Gerridae,Fey,ToB 212
158,Hard,3,Wharfling,Beast,ToB 407,1,Swarm of Quippers,Beast,MM 338
159,Hard,6,Kobold,Humanoid,MM 195,1,Acolyte,Humanoid,MM 342
160,Hard,2,Pseudodragon,Dragon,MM 254,1,Brass Dragon Wyrmling,Dragon,MM 106
161,Deadly,2,Giant Eagle,Beast,MM 324
162,Deadly,8,Pixie's Umbrella,Plant,ToB2 158
163,Deadly,1,Folk of Leng,Humanoid,ToB 204
164,Deadly,4,Giant Crab,Beast,MM 324,2,Elk,Beast,MM 322
165,Deadly,2,Returned Drifter,Undead,MOoT 240,1,Nihilethic Zombie,Undead,ToB 9
166,Deadly,2,Giant Moth' Rimewing,Beast,CC 178,2,Black Bear,Beast,MM 318
167,Deadly,4,Pony,Beast,MM 335,1,Moorbounder,Beast,EGtW 295
168,Deadly,2,Clockwork Pugalist,Construct,ToB3 88
169,Deadly,8,Xvart,Humanoid,VGM 200
170,Deadly,1,Aurochs,Beast,VGM 207
171,Deadly,4,Climbing Vine,Plant,ToB3 85,2,Needle Blight,Plant,MM 32
172,Deadly,2,Alligator Turtle,Beast,ToB2 387,1,Giant Hyena,Beast,MM 326
173,Deadly,2,Giant Bat,Beast,MM 323,2,Black Bear,Beast,MM 318
174,Deadly,4,Blood-Toll Harpy,Monstrosity,MOoT 227,1,Capybear,Monstrosity,ToB3 72
175,Deadly,2,Clockwork Pugalist,Construct,ToB3 88
176,Deadly,8,Blood-Toll Harpy,Monstrosity,MOoT 227
177,Deadly,1,Drake' Forest,Dragon,CC 128
178,Deadly,4,Climbing Vine,Plant,ToB3 85,2,Needle Blight,Plant,MM 32
179,Deadly,2,Violet Fungus,Plant,MM 138,1,Garlicle,Plant,ToB2 162
180,Deadly,2,Orniraptor,Monstrosity,ToB2 285,2,Alseid,Monstrosity,ToB 15
181,Deadly,4,Pony,Beast,MM 335,1,Giant Spider,Beast,MM 328
182,Deadly,2,Brass Dragon Wyrmling,Dragon,MM 106
183,Deadly,8,Gorao-Ka,Fey,ToB2 221
184,Deadly,1,Draconian Mage,Monstrosity,FToD 179
185,Deadly,4,Pixie's Umbrella,Plant,ToB2 158,2,Needle Blight,Plant,MM 32
186,Deadly,2,Inkling,Construct,CC 227,1,Quadrone,Construct,MM 226
187,Deadly,2,Smoke Mephit,Elemental,MM 217,2,Magmin,Elemental,MM 212
188,Deadly,4,Stryx,Monstrosity,ToB 369,1,Agnibarra,Monstrosity,CC 9
189,Deadly,2,Swarm of Quippers,Beast,MM 338
190,Deadly,8,Bookkeeper,Construct,CC 55
191,Insanity,4,Swarm of Rats,Beast,MM 339,1,Rock Roach,Beast,ToB2 308
192,Insanity,2,Tridrone,Construct,MM 225,2,Clockwork Pugalist,Construct,ToB3 88
193,Insanity,9,Giant Weasel,Beast,MM 329,2,Bone Crab,Beast,ToB 40
194,Insanity,1,Tiger,Beast,MM 339,1,Hunter Shark,Beast,MM 330
195,Insanity,9,Gorao-Ka,Fey,ToB2 221,1,Boloti,Fey,ToB 38
196,Insanity,8,Pseudodragon,Dragon,MM 254
197,Insanity,24,Giant Fire Beetle,Beast,MM 325
198,Insanity,4,Sprite,Fey,MM 283,2,Juniper Sheriff,Fey,ToB3 248
199,Insanity,2,Jackalwere,Humanoid,MM 193,1,Priest,Humanoid,MM 348
200,Insanity,4,Nyctli,Fey,ToB2 271,1,Naiad,Fey,MOoT 236
201,Medium,3,Tribal Warrior,Humanoid,MM 350,1,Dhampir,Humanoid,CC 106
202,Medium,6,Flumph,Aberration,MM 135,1,Star Spawn Grue,Aberration,MTF 234
203,Medium,9,Hyena,Beast,MM 331,1,Axe Beak,Beast,MM 317
204,Medium,3,Gremishka,Monstrosity,VRgtR 235,2,Wretched Sorrowsworn,Monstrosity,MTF 233
205,Medium,6,Pony,Beast,MM 335
206,Medium,1,Rothe,Beast,VGM 207,1,Dogmole,Beast,ToB 120
207,Medium,2,Musk Deer,Beast,ToB3 282,1,Dinosaur' Nodosaurus,Beast,CC 109
208,Medium,3,Poisonous Snake,Beast,MM 334,1,Lion,Beast,MM 331
209,Medium,6,Dolphin,Beast,VGM 208,1,Rothe,Beast,VGM 207
210,Medium,9,Goat,Beast,MM 330,1,Suturefly,Beast,ToB 372
211,Medium,3,Giant Crab,Beast,MM 324,2,Spider' Red-Banded Line,Beast,ToB 363
212,Medium,6,Clockwork Servant,Construct,CC 65
213,Medium,1,Treacle,Ooze,ToB 387,1,Ooze' Suppurating,Ooze,CC 288
214,Medium,2,Steam Mephit,Elemental,MM 217,1,Galvanice Weird,Elemental,GGR 209
215,Medium,3,Expeditious Messenger,Construct,Ebb 293,1,Bronze Scout,Construct,MTF 125
216,Medium,6,Boggle,Fey,VGM 128,1,Morko,Fey,CC 270
217,Medium,9,Badger,Beast,MM 318,1,Giant Flea,Beast,ToB3 197
218,Medium,3,Gremishka,Monstrosity,VRgtR 235,2,Acid Ant,Monstrosity,CC 8
219,Medium,6,Merfolk,Humanoid,MM 218
220,Medium,1,Vegepygmy,Plant,VGM 196,1,Bulbous Violet,Plant,ToB2 53
221,Medium,2,Erina Scrounger,Humanoid,ToB 178,1,Dark Servant,Humanoid,CC 72
222,Medium,3,Wicked Skull,Monstrosity,ToB2 368,1,Leshy,Monstrosity,ToB 272
223,Medium,6,Giant Weasel,Beast,MM 329,1,Jeholopterus,Beast,ToB3 127
224,Medium,9,Owl,Beast,MM 333,1,Giant Wolf Spider,Beast,MM 330
225,Medium,3,Twig Blight,Plant,MM 32,2,Alliumite,Plant,CC 13
226,Medium,6,Bookkeeper,Construct,CC 55
227,Medium,1,Winged Kobold,Humanoid,MM 195,1,Goblin Boss,Humanoid,MM 166
228,Medium,2,Snake' Swamp Adder,Beast,ToB 354,1,Weasel' Albino Death,Beast,CC 374
229,Medium,3,Stirge,Beast,MM 284,1,Giant Hyena,Beast,MM 326
230,Medium,6,Pixie's Umbrella,Plant,ToB2 158,1,Vegepygmy,Plant,VGM 196
231,Hard,2,Devil' Fire Imp,Fiend,CC 103,1,Quasit,Fiend,MM 63
232,Hard,1,Crocodile,Beast,MM 320,1,Wakwak,Beast,ToB3 388
233,Hard,10,Neogi Hatchling,Aberration,VGM 179
234,Hard,1,Ogre Howdah,Giant,MTF 221
235,Hard,4,Steam Mephit,Elemental,MM 217,1,Magmin,Elemental,MM 212
236,Hard,5,Bandit,Humanoid,MM 343,2,Kobold Inventor,Humanoid,VGM 166
237,Hard,5,Leonino,Beast,CC 250,1,Porcellina,Beast,ToB3 317
238,Hard,2,Exploding Toad,Monstrosity,CC 150,2,Tosculi Drone,Monstrosity,ToB 386
239,Hard,2,Clanrat,Humanoid,Skaven 16,1,Cueyatl Warrior,Humanoid,CC 69
240,Hard,1,Shovel Dragonette,Dragon,ToB3 150,1,Prismatic Dragon Wyrmling,Dragon,ToB3 143
241,Hard,10,Cultist,Humanoid,MM 345
242,Hard,1,Two-Headed Cerberus,Monstrosity,MOoT 215
243,Hard,4,Skeleton,Undead,MM 272,1,Shadow,Undead,MM 269
244,Hard,5,Giant Rat,Beast,MM 327,2,Giant Owl,Beast,MM 327
245,Hard,5,Stirge,Beast,MM 284,1,Warhorse,Beast,MM 340
246,Hard,2,Otterfolk,Humanoid,ToB2 288,2,Simian' Kapi,Humanoid,CC 336
247,Hard,2,Cadaver Sprite,Undead,ToB2 55,1,Offal Walker,Undead,ToB3 296
248,Hard,1,Shard Swarm,Construct,CC 329,1,Sigilian,Construct,CC 335
249,Hard,10,Noble,Humanoid,MM 348
250,Hard,1,Egret Harpy,Monstrosity,ToB2 195
251,Hard,4,Holler Spider,Beast,ToB2 395,1,Bone Crab,Beast,ToB 40
252,Hard,5,Giant Moth,Beast,CC 178,2,Forest Falcon,Beast,ToB2 390
253,Hard,5,Compsognathus,Beast,ToB2 108,1,Brumalek,Beast,ToB3 70
254,Hard,2,Treacle,Ooze,ToB 387,2,Gray Ooze,Ooze,MM 243
255,Hard,2,Brain Hood,Aberration,ToB2 50,1,Sema,Aberration,ToB2 320
256,Hard,1,Nkosi,Humanoid,ToB 306,1,Inspired,Humanoid,Ebb 294
257,Hard,10,Wharfling,Beast,ToB 407
258,Hard,1,Beli,Fey,ToB 35
259,Hard,4,Resinous Frog,Beast,ToB2 397,1,Swarm of Insects,Beast,MM 338
260,Hard,5,Young Kruthik,Monstrosity,MTF 211,2,Wolpertinger,Monstrosity,CC 382
261,Deadly,1,Moss Lurker,Humanoid,ToB 298,1,Vampire' Thrall,Humanoid,CC 368
262,Deadly,8,Giant Gray Owl,Beast,ToB2 394
263,Deadly,2,Cadaver Sprite,Undead,ToB2 55,1,Gray Thirster,Undead,ToB 238
264,Deadly,4,Ramag,Humanoid,ToB 317,1,Trollkin Fire Shaman,Humanoid,ToB3 376
265,Deadly,4,Cave Goat,Beast,ToB2 389,2,Reef Shark,Beast,MM 336
266,Deadly,2,Rust Monster,Monstrosity,MM 262,2,Category 1 Krasis,Monstrosity,GGR 210
267,Deadly,9,Young Kruthik,Monstrosity,MTF 211,2,Alseid,Monstrosity,ToB 15
268,Deadly,24,Octopus,Beast,MM 333
269,Deadly,9,Neogi Hatchling,Aberration,VGM 179,1,Choker,Aberration,MTF 123
270,Deadly,1,Tiger,Beast,MM 339,1,Rock Roach,Beast,ToB2 308
271,Deadly,8,Dust Goblin,Humanoid,ToB 232
272,Deadly,2,Crocodile,Beast,MM 320,1,Dinosaur' Lystrosaurus,Beast,CC 108
273,Deadly,4,Swarm of Bats,Beast,MM 337,1,Rock Roach,Beast,ToB2 308
274,Deadly,4,Garroter Crab,Beast,ToB 208,2,Dire Rat,Beast,Skaven 15
275,Deadly,2,Swarm of Insects,Beast,MM 338,2,Weasel' Albino Death,Beast,CC 374
276,Deadly,9,Sniffer Beetle,Beast,ToB2 40,2,Swarm of Meerkats,Beast,ToB3 268
277,Deadly,24,Magewright,Humanoid,Ebb 318
278,Deadly,9,Giant Crab,Beast,MM 324,1,Lion,Beast,MM 331
279,Deadly,1,Living Burning Hands,Construct,Ebb 298,1,Yali,Construct,ToB3 398
280,Deadly,8,Garroter Crab,Beast,ToB 208
281,Deadly,2,Hobgoblin,Humanoid,MM 186,1,Duergar Kavalrachni,Humanoid,MTF 189
282,Deadly,4,Kalashtar,Humanoid,Ebb 317,1,Hobgoblin Iron Shadow,Humanoid,VGM 162
283,Deadly,4,Nyctli,Fey,ToB2 271,2,Fraughashar,Fey,ToB 206
284,Deadly,2,Nehekhara Spearman,Undead,TombKings 3,2,Indentured Spirit,Undead,GGR 206
285,Deadly,9,Shroud,Undead,ToB 348,2,Cackling Skeleton,Undead,ToB2 330
286,Deadly,24,Lemure,Fiend,MM 76
287,Deadly,9,Giant Moth,Beast,CC 178,1,Dogmole,Beast,ToB 120
288,Deadly,1,Wampus Cat,Monstrosity,ToB 405,1,Skyjek Roc,Monstrosity,GGR 219
289,Deadly,8,Musk Deer,Beast,ToB3 282
290,Deadly,2,Moon Weaver,Beast,ToB3 274,1,Aurochs,Beast,VGM 207
291,Insanity,2,Kobold Trapsmith,Humanoid,ToB 264,1,Destroyer,Humanoid,ToB2 315
292,Insanity,1,Silver Dragon Wyrmling,Dragon,MM 118,1,Drake' Ash,Dragon,ToB 149
293,Insanity,9,Kalashtar,Humanoid,Ebb 317,2,Kobold Dragonshield,Humanoid,VGM 165
294,Insanity,4,Mydnari,Humanoid,ToB2 264,2,Erina Defender,Humanoid,ToB 178
295,Insanity,1,Werebear,Humanoid,MM 208
296,Insanity,4,Attercroppe,Fey,ToB2 32,1,Korrigan,Fey,CC 242
297,Insanity,8,Keyhole Dragonette,Dragon,ToB2 118
298,Insanity,2,Chamrosh,Celestial,ToB2 59,2,Uraeus,Celestial,ToB 392
299,Insanity,9,Acolyte,Humanoid,MM 342,1,Yuan-ti Broodguard,Humanoid,VGM 203
300,Insanity,19,Merfolk,Humanoid,MM 218
301,Medium,15,Scorpion,Beast,MM 337
302,Medium,3,Acolyte,Humanoid,MM 342,2,Gnoll Hunter,Humanoid,VGM 154
303,Medium,1,Drake' Paper,Dragon,ToB 154
304,Medium,6,Xvart,Humanoid,VGM 200,2,Nkosi,Humanoid,ToB 306
305,Medium,6,Gorao-Ka,Fey,ToB2 221,3,Pixie,Fey,MM 253
306,Medium,3,Suturefly,Beast,ToB 372,1,Caretaker Weevil,Beast,ToB3 73
307,Medium,1,Derro Guard,Humanoid,ToB2 97,1,Eshin Assassin,Humanoid,Skaven 12
308,Medium,6,Clockwork Servant,Construct,CC 65,1,Shard Swarm,Construct,CC 329
309,Medium,2,Eshin Arbalester,Humanoid,Skaven 13,1,Moss Lurker,Humanoid,ToB 298
310,Medium,6,Grimlock,Humanoid,MM 175
311,Medium,15,Rat,Beast,MM 335
312,Medium,3,Grove Bear,Beast,ToB2 394,2,Crocodile,Beast,MM 320
313,Medium,1,Eala,Monstrosity,ToB 163
314,Medium,6,Valenar Hawk,Fey,Ebb 312,2,Bilge Gremlin,Fey,ToB3 219
315,Medium,6,Expeditious Messenger,Construct,Ebb 293,3,Flying Sword,Construct,MM 20
316,Medium,3,Troglodyte,Humanoid,MM 290,1,Dark Servant,Humanoid,CC 72
317,Medium,1,Dolgrim,Aberration,Ebb 291,1,Nothic,Aberration,MM 236
318,Medium,6,Stirge,Beast,MM 284,1,Warhorse,Beast,MM 340
319,Medium,2,Clockwork Watchman,Construct,ToB 65,1,Wood Ward,Construct,ToB2 374
320,Medium,6,Gray Orc,Humanoid,ToB2 284
321,Medium,15,Shrieker,Plant,MM 138
322,Medium,3,Otterfolk,Humanoid,ToB2 288,2,Human' Elfmarked,Humanoid,CC 403
323,Medium,1,Sea Dragon Qyrmling,Dragon,ToB 136
324,Medium,6,Flumph,Aberration,MM 135,2,Brain Hood,Aberration,ToB2 50
325,Medium,6,Merfolk,Humanoid,MM 218,3,Anarch,Humanoid,GGR 239
326,Medium,3,Shiftshroom,Plant,ToB2 159,1,Fungi' Wirbeln,Plant,CC 166
327,Medium,1,Light Eater,Aberration,ToB3 262,1,Nothic,Aberration,MM 236
328,Medium,6,Stryx,Monstrosity,ToB 369,1,Valkruung,Monstrosity,ToB2 355
329,Medium,2,Myconid Adult,Plant,MM 232,1,Garlicle,Plant,ToB2 162
330,Medium,6,Howler Baboon,Beast,ToB2 395
331,Hard,9,Noble,Humanoid,MM 348,1,Dragonborn Lgt Cavalry,Humanoid,CC 124
332,Hard,1,Copper Dragon Wyrmling,Dragon,MM 112,1,Adult Faerie Dragon,Dragon,MM 133
333,Hard,2,Cueyatl,Humanoid,CC 68,1,Kobold Alchemist,Humanoid,ToB 261
334,Hard,1,Akroan Hoplite,Humanoid,MOoT 228
335,Hard,2,Orc' Green Abyss,Humanoid,CC 291,2,Thought Spy,Humanoid,GGR 233
336,Hard,8,Exploding Toad,Monstrosity,CC 150
337,Hard,22,Cranium Rat,Beast,VGM 133
338,Hard,4,Constrictor Snake,Beast,MM 320,2,Black Bear,Beast,MM 318
339,Hard,4,Giant Bombardier Beetle,Beast,ToB2 39,1,Scarsupial,Beast,ToB3 339
340,Hard,9,Shroud,Undead,ToB 348,2,Warhorse Skeleton,Undead,MM 273
341,Hard,9,Hoard Scarab,Monstrosity,FToD 205,1,Hippogriff,Monstrosity,MM 184
342,Hard,1,Anophiloi,Monstrosity,CC 39,1,Woad Warrior,Monstrosity,ToB3 20
343,Hard,2,Lantern Dragonette,Dragon,ToB 270,1,Prismatic Dragon Wyrmling,Dragon,ToB3 143
344,Hard,1,Shadow Boxer,Fey,ToB2 322
345,Hard,2,Lizardfolk,Humanoid,MM 204,2,Nilbog,Humanoid,VGM 182
346,Hard,8,Draft Horse,Beast,MM 321
