222,Medium,4,1/4,Dinosaur' Archaeopteryx,Beast,CC 108
223,Medium,3,1/2,Podling,Plant,VRgtR 227
224,Medium,6,1/8,Xvart,Humanoid,VGM 200
225,Medium,4,1/4,Giant Lizard,Beast,MM 326
226,Medium,3,1/2,Alkonost,Monstrosity,CC 12
227,Medium,6,1/8,Leonino,Beast,CC 250
228,Medium,4,1/4,Bull,Beast,ToB2 388
229,Medium,3,1/2,Reef Shark,Beast,MM 336
230,Medium,6,1/8,Kobold,Humanoid,MM 195
231,Hard,4,1/2,Shifter,Humanoid,Ebb 319
232,Hard,1,2,Orc' Black Sun,Humanoid,CC 289
233,Hard,10,1/8,Slaad Tadpole,Aberration,MM 276
234,Hard,6,1/4,Kobold Inventor,Humanoid,VGM 166
235,Hard,2,1,Cueyatl Warrior,Humanoid,CC 69
236,Hard,4,1/2,Blood Imp,Fiend,ToB2 103
237,Hard,1,2,Rum Story Keeper,Fey,ToB3 220
238,Hard,10,1/8,Compsognathus,Beast,ToB2 108
239,Hard,6,1/4,Boar,Beast,MM 319
240,Hard,2,1,Specter,Undead,MM 279
241,Hard,4,1/2,Orc Nurtured One of Yurtrus,Humanoid,VGM 184
242,Hard,1,2,Guardian Archaeopteryx,Beast,ToB3 126
243,Hard,10,1/8,Boggle,Fey,VGM 128
244,Hard,6,1/4,Derro,Humanoid,MTF 158
245,Hard,2,1,Clockwork Weaving Spider,Construct,ToB 66
246,Hard,4,1/2,Orc,Humanoid,MM 246
247,Hard,1,2,Carrion Crawler,Monstrosity,MM 37
248,Hard,10,1/8,Twig Blight,Plant,MM 32
249,Hard,6,1/4,Tortle,Humanoid,MTF 242
250,Hard,2,1,Imp,Fiend,MM 76
251,Hard,4,1/2,Cadaver Sprite,Undead,ToB2 55
252,Hard,1,2,Tortle Druid,Humanoid,MTF 242
253,Hard,10,1/8,Giant Crab,Beast,MM 324
254,Hard,6,1/4,Ghoul Bat,Undead,ToB2 391
255,Hard,2,1,Cueyatl Sea Priest,Humanoid,CC 69
256,Hard,4,1/2,Hobgoblin,Humanoid,MM 186
257,Hard,1,2,Dream Squire,Fey,CC 134
258,Hard,10,1/8,Stryx,Monstrosity,ToB 369
259,Hard,6,1/4,Treacle,Ooze,ToB 387
260,Hard,2,1,Thought Spy,Humanoid,GGR 233
261,Deadly,6,1/2,Air Jiinborn Pirate,Humanoid,ToB3 246
262,Deadly,8,1/4,Giant Mongoose,Beast,ToB2 393
263,Deadly,2,2,Sea Hag,Fey,MM 179
264,Deadly,3,1,Khamaseen,Elemental,ToB3 250
265,Deadly,24,0,Frog,Beast,MM 322
266,Deadly,6,1/2,Morphoi,Plant,ToB 297
267,Deadly,8,1/4,Star Spawn Grue,Aberration,MTF 234
268,Deadly,2,2,Ant' Giant,Beast,ToB 23
269,Deadly,3,1,Returned Sentry,Undead,MOoT 241
270,Deadly,24,0,Frog,Beast,MM 322
271,Deadly,6,1/2,Drake' Alehouse,Dragon,ToB 148
272,Deadly,8,1/4,Troglodyte,Humanoid,MM 290
273,Deadly,2,2,Peri,Elemental,ToB3 314
274,Deadly,3,1,Cloudhoof Assassin,Beast,ToB3 91
275,Deadly,24,0,Crawling Claw,Undead,MM 44
276,Deadly,6,1/2,War Ostrich,Beast,ToB 307
277,Deadly,8,1/4,Giant Gray Owl,Beast,ToB2 394
278,Deadly,2,2,Spider Thief,Construct,ToB 366
279,Deadly,3,1,Bilwis,Elemental,CC 53
280,Deadly,24,0,Goat,Beast,MM 330
281,Deadly,6,1/2,Boomer,Plant,ToB2 157
282,Deadly,8,1/4,Swarm of Ravens,Beast,MM 339
283,Deadly,2,2,Star Thrall,Plant,ToB3 346
284,Deadly,3,1,Carrionette,Construct,VRgtR 231
285,Deadly,24,0,Badger,Beast,MM 318
286,Deadly,6,1/2,Hippocamp,Monstrosity,MOoT 227
287,Deadly,8,1/4,Howler Baboon,Beast,ToB2 395
288,Deadly,2,2,Triton Shorestalker,Humanoid,MOoT 244
289,Deadly,3,1,Wood Ward,Construct,ToB2 374
290,Deadly,24,0,Baboon,Beast,MM 318
291,Insanity,6,1,Clockwork Leech,Construct,ToB2 66
292,Insanity,8,1/2,Orc' Green Abyss,Humanoid,CC 291
293,Insanity,2,3,Hag' Snow,Fey,CC 214
294,Insanity,3,2,Githzerai Monk,Humanoid,MM 161
295,Insanity,19,1/8,Guard,Humanoid,MM 347
296,Insanity,1,5,Waterkledde,Fiend,ToB3 390
297,Insanity,6,1,Clockwork Weaving Spider,Construct,ToB 66
298,Insanity,8,1/2,Cockatrice,Monstrosity,MM 42
299,Insanity,2,3,Yeti,Monstrosity,MM 305
300,Insanity,3,2,Scrag' Lesser,Monstrosity,CC 322
301,Medium,15,0,Zoog,Aberration,CC 396
302,Medium,2,1,Child of the Briar,Plant,ToB 56
303,Medium,4,1/2,Dolgrim,Aberration,Ebb 291
304,Medium,1,2,Kallikantzaros,Fey,CC 233
305,Medium,6,1/4,Giant Centipede,Beast,MM 323
306,Medium,15,0,Shrieker,Plant,MM 138
307,Medium,2,1,Tiger,Beast,MM 339
308,Medium,4,1/2,Swarm of Rot Grubs,Beast,VGM 208
309,Medium,1,2,Initiate of the Elder Elementals,Humanoid,ToB2 216
310,Medium,6,1/4,Needle Blight,Plant,MM 32
311,Medium,15,0,Rat,Beast,MM 335
312,Medium,2,1,Half-ogre,Giant,MM 238
313,Medium,4,1/2,Mandrake,Plant,CC 260
314,Medium,1,2,Orc' Black Sun,Humanoid,CC 289
315,Medium,6,1/4,Treacle,Ooze,ToB 387
316,Medium,15,0,Hawk,Beast,MM 330
317,Medium,2,1,Quasit,Fiend,MM 63
318,Medium,4,1/2,Woodwose,Humanoid,CC 383
319,Medium,1,2,Bat' Giant Vampire,Beast,CC 50
320,Medium,6,1/4,Morko,Fey,CC 270
321,Medium,15,0,Lizard,Beast,MM 332
322,Medium,2,1,Deinonychus,Beast,VGM 139
323,Medium,4,1/2,Alseid,Monstrosity,ToB 15
324,Medium,1,2,Eshin Assassin,Humanoid,Skaven 12
325,Medium,6,1/4,Axe Beak,Beast,MM 317
326,Medium,15,0,Frog,Beast,MM 322
327,Medium,2,1,Leshy,Monstrosity,ToB 272
328,Medium,4,1/2,Kraul Warrior,Humanoid,GGR 213
329,Medium,1,2,Hobgoblin Iron Shadow,Humanoid,VGM 162
330,Medium,6,1/4,Ratfolk,Humanoid,ToB 320
331,Hard,6,1/2,Darkmantle,Monstrosity,MM 46
332,Hard,3,1,Sea Spawn,Humanoid,VGM 189
333,Hard,8,1/4,Forest Falcon,Beast,ToB2 390
334,Hard,22,0,Eagle,Beast,MM 322
335,Hard,2,2,Egret Harpy,Monstrosity,ToB2 195
336,Hard,1,3,Hag' Snow,Fey,CC 214
337,Hard,6,1/2,Brain Hood,Aberration,ToB2 50
338,Hard,3,1,Yuan-ti Pureblood,Humanoid,MM 310
339,Hard,8,1/4,Orniraptor,Monstrosity,ToB2 285
340,Hard,22,0,Commoner,Humanoid,MM 344
341,Hard,2,2,Vegepygmy Chief,Plant,VGM 197
342,Hard,1,3,Void Fungus,Plant,ToB3 193
343,Hard,6,1/2,Scout,Humanoid,MM 349
344,Hard,3,1,Eonic Drifter,Humanoid,ToB 177
345,Hard,8,1/4,Giant Poisonous Snake,Beast,MM 327
346,Hard,22,0,Awakened Shrub,Plant,MM 317
347,Hard,2,2,Vile Barber,Fey,ToB 401
348,Hard,1,3,Woe Siphon,Fey,ToB2 373
349,Hard,6,1/2,Devil' Fire Imp,Fiend,CC 103
350,Hard,3,1,Cloudhoof Assassin,Beast,ToB3 91
351,Hard,8,1/4,Derro,Humanoid,MTF 158
352,Hard,22,0,Eagle,Beast,MM 322
353,Hard,2,2,Myconid Sovereign,Plant,MM 232
354,Hard,1,3,Viiret,Plant,ToB2 361
355,Hard,6,1/2,Orc,Humanoid,MM 246
356,Hard,3,1,Phantom,Undead,CC 296
357,Hard,8,1/4,Giant Wolf Spider,Beast,MM 330
358,Hard,22,0,Eagle,Beast,MM 322
359,Hard,2,2,Shellycoat,Fey,ToB 346
360,Hard,1,3,Amphiptere,Beast,ToB 16
361,Deadly,2,2,Baba Yaga’s Iron Teeth,Fey,CC 47
362,Deadly,4,1,Cueyatl Sea Priest,Humanoid,CC 69
363,Deadly,1,4,Mead Archon,Celestial,ToB2 18
364,Deadly,6,1/2,Simian' Kapi,Humanoid,CC 336
365,Deadly,2,2,Swampgas Shade,Undead,ToB3 359
366,Deadly,4,1,Drake' Crimson,Dragon,ToB 151
367,Deadly,1,4,Demon' Rattok,Fiend,CC 90
368,Deadly,6,1/2,Piercer,Monstrosity,MM 252
369,Deadly,2,2,Prismatic Dragon Wyrmling,Dragon,ToB3 143
370,Deadly,4,1,Conniption Bug,Beast,ToB3 93
371,Deadly,1,4,Forest Marauder,Giant,ToB 205
372,Deadly,6,1/2,Darkmantle,Monstrosity,MM 46
373,Deadly,2,2,Leech Swarm,Beast,ToB2 396
374,Deadly,4,1,Ooze' Alchemical App,Ooze,CC 281
375,Deadly,1,4,Bloodfiend Alabroza,Fiend,ToB3 13
376,Deadly,6,1/2,Aziza,Fey,ToB3 49
377,Deadly,2,2,Crystal Dragon Wyrmling,Dragon,FToD 172
378,Deadly,4,1,Giant Vulture,Beast,MM 329
379,Deadly,1,4,Dancing Foliage,Plant,ToB2 79
380,Deadly,6,1/2,Husk,Undead,ToB2 205
381,Deadly,2,2,Wind Eater,Undead,CC 381
382,Deadly,4,1,Wind Dragon Wyrmling,Dragon,ToB 145
383,Deadly,1,4,Philosopher’s Ghost,Ooze,CC 297
384,Deadly,6,1/2,Vine Blight,Plant,MM 32
385,Deadly,2,2,Devil' Ink,Fiend,ToB 108
386,Deadly,4,1,Clawfoot,Beast,Ebb 289
387,Deadly,1,4,Lamia,Monstrosity,MM 201
388,Deadly,6,1/2,Hobgoblin,Humanoid,MM 186
389,Deadly,2,2,Scitalis,Monstrosity,CC 321
390,Deadly,4,1,Lion,Beast,MM 331
391,Insanity,4,2,White Dragon Wyrmling,Dragon,MM 102
392,Insanity,24,1/8,Giant Moth,Beast,CC 178
393,Insanity,3,3,Werehyena,Humanoid,CC 259
394,Insanity,6,1,Tiger,Beast,MM 339
395,Insanity,2,4,Mari Lwyd,Undead,ToB2 257
396,Insanity,1,5,Faux-Garou,Construct,ToB3 174
397,Insanity,4,2,Swarm of Esteron,Beast,ToB2 400
398,Insanity,24,1/8,Young Kruthik,Monstrosity,MTF 211
399,Insanity,3,3,Vampire Blossom Swarm,Plant,ToB3 364
400,Insanity,6,1,Hybrid Poisoner,Humanoid,GGR 217
401,Medium,4,1,Giant Octopus,Beast,MM 326
402,Medium,1,4,Yeth Hound,Fey,VGM 201
403,Medium,2,2,Grick,Monstrosity,MM 173
404,Medium,6,1/2,Darkling,Fey,VGM 134
405,Medium,4,1,Doppelixir,Ooze,ToB3 139
406,Medium,1,4,Deep One Hybrid Priest,Humanoid,ToB 73
407,Medium,2,2,Lady in White,Undead,CC 246
408,Medium,6,1/2,Swarm of Insects,Beast,MM 338
409,Medium,4,1,Goblin Boss,Humanoid,MM 166
410,Medium,1,4,Tripwire Patch,Plant,ToB3 371
411,Medium,2,2,Noctiny,Humanoid,ToB 308
412,Medium,6,1/2,Thug,Humanoid,MM 350
413,Medium,4,1,Maw Demon,Fiend,VGM 137
414,Medium,1,4,City Watch Captain,Humanoid,ToB 419
415,Medium,2,2,Merrow,Monstrosity,MM 219
416,Medium,6,1/2,Boomer,Plant,ToB2 157
417,Medium,4,1,Wood Ward,Construct,ToB2 374
418,Medium,1,4,Wereboar,Humanoid,MM 209
419,Medium,2,2,Scitalis,Monstrosity,CC 321
420,Medium,6,1/2,War Ostrich,Beast,ToB 307
421,Medium,4,1,Ghillie Dubh,Celestial,ToB2 165
422,Medium,1,4,Merregon,Fiend,MTF 166
423,Medium,2,2,Peri,Elemental,ToB3 314
424,Medium,6,1/2,Sunflower Sprite,Fey,ToB3 358
425,Medium,4,1,Ooze' Alchemical App,Ooze,CC 281
426,Medium,1,4,Orc War Chief,Humanoid,MM 246
427,Medium,2,2,Giant Pufferfish,Beast,ToB3 200
428,Medium,6,1/2,Soldier,Humanoid,GGR 226
429,Medium,4,1,Sporous Crap,Beast,ToB2 398
430,Medium,1,4,Flameskull,Undead,MM 134
431,Hard,2,3,Cave Drake,Dragon,ToB2 119
432,Hard,18,1/8,Pixie's Umbrella,Plant,ToB2 158
433,Hard,6,1,Ghillie Dubh,Celestial,ToB2 165
434,Hard,8,1/2,Kraul Warrior,Humanoid,GGR 213
435,Hard,3,2,Shellycoat,Fey,ToB 346
436,Hard,2,3,Golem' Wood,Construct,CC 201
437,Hard,18,1/8,Expeditious Messenger,Construct,Ebb 293
438,Hard,6,1,Nilbog,Humanoid,VGM 182
439,Hard,8,1/2,Aziza,Fey,ToB3 49
440,Hard,3,2,Eel Hound,Fey,ToB 166
441,Hard,2,3,Swarm of Swamp Slirghs,Elemental,ToB3 363
442,Hard,18,1/8,Clockwork Servant,Construct,CC 65
443,Hard,6,1,Agnibarra,Monstrosity,CC 9
444,Hard,8,1/2,Narshark,Monstrosity,ToB2 266
445,Hard,3,2,Trollkin Fire Shaman,Humanoid,ToB3 376
446,Hard,2,3,Carrion Stalker,Monstrosity,VRgtR 230
447,Hard,18,1/8,Giant Weasel,Beast,MM 329
448,Hard,6,1,Dryad,Fey,MM 121
449,Hard,8,1/2,Gnoll,Humanoid,MM 163
450,Hard,3,2,Specter (poltergeist),Undead,MM 279
451,Hard,2,3,Ooze' Shadow,Ooze,CC 287
452,Hard,18,1/8,Stirge,Beast,MM 284
453,Hard,6,1,Thorny,Plant,VGM 197
454,Hard,8,1/2,Shifter,Humanoid,Ebb 319
455,Hard,3,2,Merrow,Monstrosity,MM 219
456,Hard,2,3,Clockwork Beetle Swarm,Construct,ToB 61
457,Hard,18,1/8,Skavenslave,Humanoid,Skaven 5
458,Hard,6,1,Dragonborn Lgt Cavalry,Humanoid,CC 124
459,Hard,8,1/2,Valenar Hound,Fey,Ebb 312
460,Hard,3,2,Yann-An-Oed,Aberration,CC 391
461,Deadly,3,3,Vampiric Mist,Undead,MTF 246
462,Deadly,26,1/8,Expeditious Messenger,Construct,Ebb 293
463,Deadly,2,4,Dark Father,Undead,CC 71
464,Deadly,6,1,Minor Malleable,Aberration,ToB2 252
465,Deadly,1,6,Demon' Echo,Fiend,CC 84
466,Deadly,4,2,Niya-Atha Warrior,Fey,ToB3 290
467,Deadly,3,3,Arboreal Grappler,Aberration,ToB 25
468,Deadly,26,1/8,Manes,Fiend,MM 60
469,Deadly,2,4,Ortifex,Undead,ToB2 287
