42,Hard,6,0,Zoog,Aberration,CC 396,2,1/8,Neogi Hatchling,Aberration,VGM 179
43,Hard,1,1/4,Goblin,Humanoid,MM 166,1,1,Rakdos Performer,Humanoid,GGR 249
44,Hard,6,1/8,Pony,Beast,MM 335
45,Hard,2,1/8,Ice Bogie,Fey,ToB2 209,2,1/4,Blink Dog,Fey,MM 318
46,Hard,4,1/8,Guard,Humanoid,MM 347,1,1/4,Winged Kobold,Humanoid,MM 195
47,Hard,2,1/8,Flying Snake,Beast,MM 322,1,1,Giant Snow Beetle,Beast,ToB2 39
48,Hard,6,0,Rat,Beast,MM 335,1,1/4,Bull,Beast,ToB2 388
49,Hard,6,0,Quipper,Beast,MM 335,2,1/8,Wharfling,Beast,ToB 407
50,Hard,1,1/4,Treacle,Ooze,ToB 387,1,1,Manure Ooze,Ooze,ToB3 306
51,Hard,6,1/8,Blood Hawk,Beast,MM 319
52,Hard,2,1/8,Bandit,Humanoid,MM 343,2,1/4,Frontline Medic,Humanoid,GGR 231
53,Hard,4,1/8,Merfolk,Humanoid,MM 218,1,1/4,Elves' Shadow Fey' Elf,Humanoid,ToB 171
54,Hard,2,1/8,Fennec Fox,Beast,ToB2 390,1,1,Giant Eagle,Beast,MM 324
55,Hard,6,0,Quipper,Beast,MM 335,1,1/4,Giant Bombardier Beetle,Beast,ToB2 39
56,Hard,6,0,Lantern Beetle,Beast,ToB2 40,2,1/8,Flying Snake,Beast,MM 322
57,Hard,1,1/4,Swarm of Ravens,Beast,MM 339,1,1,Dogmole,Beast,ToB 120
58,Hard,6,1/8,Skavenslave,Humanoid,Skaven 5
59,Hard,2,1/8,Tribal Warrior,Humanoid,MM 350,2,1/4,Aarakocra,Humanoid,MM 12
60,Hard,4,1/8,Dolphin,Beast,VGM 208,1,1/4,Forest Falcon,Beast,ToB2 390
61,Deadly,3,1/8,Young Kruthik,Monstrosity,MTF 211,1,1,Female Steeder,Monstrosity,MTF 238
62,Deadly,8,0,Homunculus,Construct,MM 188,3,1/8,Clockwork Servant,Construct,CC 65
63,Deadly,6,1/8,Merfolk,Humanoid,MM 218
64,Deadly,8,0,Homunculus,Construct,MM 188,1,1/4,Witchlight,Construct,ToB 409
65,Deadly,2,1/4,Kuo-toa,Humanoid,MM 199,1,1,Meazel,Humanoid,MTF 214
66,Deadly,3,1/8,Manes,Fiend,MM 60,2,1/4,Dretch,Fiend,MM 57
67,Deadly,1,1/4,Wolpertinger,Monstrosity,CC 382,1,1,Nyx-Fleece Ram,Monstrosity,MOoT 233
68,Deadly,6,1/8,Flying Snake,Beast,MM 322,1,1/4,Giant Wolf Spider,Beast,MM 330
69,Deadly,3,1/8,Giant Weasel,Beast,MM 329,1,1,Giant Hyena,Beast,MM 326
70,Deadly,8,0,Giant Fire Beetle,Beast,MM 325,3,1/8,Flying Snake,Beast,MM 322
71,Deadly,6,1/8,Twig Blight,Plant,MM 32
72,Deadly,8,0,Cranium Rat,Beast,VGM 133,1,1/4,Garroter Crab,Beast,ToB 208
73,Deadly,2,1/4,Acolyte,Humanoid,MM 342,1,1,Hybrid Poisoner,Humanoid,GGR 217
74,Deadly,3,1/8,Cikavak,Beast,ToB 58,2,1/4,Giant Moth' Rimewing,Beast,CC 178
75,Deadly,1,1/4,Giant Owl,Beast,MM 327,1,1,Snake' Zanskaran Viper,Beast,ToB 354
76,Deadly,6,1/8,Cikavak,Beast,ToB 58,1,1/4,Giant Frog,Beast,MM 325
77,Deadly,3,1/8,Edjet Initiate,Humanoid,ToB2 131,1,1,Yuan-ti Pureblood,Humanoid,MM 310
78,Deadly,8,0,Lantern Beetle,Beast,ToB2 40,3,1/8,Stirge,Beast,MM 284
79,Deadly,6,1/8,Leonino,Beast,CC 250
80,Deadly,8,0,Hawk,Beast,MM 330,1,1/4,Giant Armadillo,Beast,ToB2 392
81,Deadly,2,1/4,Aarakocra,Humanoid,MM 12,1,1,Dragonborn Lgt Cavalry,Humanoid,CC 124
82,Deadly,3,1/8,Blood-Toll Harpy,Monstrosity,MOoT 227,2,1/4,Wolpertinger,Monstrosity,CC 382
83,Deadly,1,1/4,Blood Barnacle,Beast,ToB3 62,1,1,Weasel' Albino Death,Beast,CC 374
84,Deadly,6,1/8,Giant Weasel,Beast,MM 329,1,1/4,Giant Lizard,Beast,MM 326
85,Deadly,3,1/8,Manes,Fiend,MM 60,1,1,Inciter,Fiend,ToB3 108
86,Deadly,8,0,Lemure,Fiend,MM 76,3,1/8,Manes,Fiend,MM 60
87,Deadly,6,1/8,Pixie's Umbrella,Plant,ToB2 158
88,Deadly,8,0,Lizard,Beast,MM 332,1,1/4,Giant Leech,Beast,ToB2 393
89,Deadly,2,1/4,Blink Dog,Fey,MM 318,1,1,Alp,Fey,CC 14
90,Deadly,3,1/8,Leonino,Beast,CC 250,2,1/4,Swarm of Ravens,Beast,MM 339
91,Insanity,6,1/8,Pony,Beast,MM 335,3,1/4,Giant Armadillo,Beast,ToB2 392
92,Insanity,6,1/8,Ice Bogie,Fey,ToB2 209,2,1/2,Juniper Sheriff,Fey,ToB3 248
93,Insanity,2,1/2,Hippocamp,Monstrosity,MOoT 227,1,2,Cobbleswarm,Monstrosity,ToB 68
94,Insanity,12,1/8,Xvart,Humanoid,VGM 200
95,Insanity,3,1/4,Tuberkith,Plant,ToB3 379,1,2,Rapscallion,Plant,ToB3 18
96,Insanity,16,0,Lemure,Fiend,MM 76
97,Insanity,6,1/8,Valenar Hawk,Fey,Ebb 312,1,1,Alp,Fey,CC 14
98,Insanity,1,1/2,Orc Nurtured One of Yurtrus,Humanoid,VGM 184,1,2,Simian' Vanara,Humanoid,CC 338
99,Insanity,1,3,Prismatic Beetle Swarm,Beast,ToB 375
100,Insanity,6,1/4,Xanka,Construct,ToB 411
101,Medium,6,1/8,Giant Moth,Beast,CC 178,1,1/4,Musk Deer,Beast,ToB3 282
102,Medium,8,0,Zoog,Aberration,CC 396,3,1/8,Slaad Tadpole,Aberration,MM 276
103,Medium,3,1/8,Merfolk,Humanoid,MM 218,2,1/4,Gray Orc,Humanoid,ToB2 284
104,Medium,1,1/4,Ratfolk,Humanoid,ToB 320,1,1,Dhampir,Humanoid,CC 106
105,Medium,3,1/8,Twig Blight,Plant,MM 32,1,1,Bulbous Violet,Plant,ToB2 53
106,Medium,6,1/8,Compsognathus,Beast,ToB2 108
107,Medium,2,1/4,Pteranodon,Beast,MM 80,1,1,Weasel' Albino Death,Beast,CC 374
108,Medium,8,0,Sea Horse,Beast,MM 337,1,1/4,Giant Wolf Spider,Beast,MM 330
109,Medium,6,1/8,Twig Blight,Plant,MM 32,1,1/4,Violet Fungus,Plant,MM 138
110,Medium,8,0,Homunculus,Construct,MM 188,3,1/8,Clockwork Servant,Construct,CC 65
111,Medium,3,1/8,Kobold,Humanoid,MM 195,2,1/4,Lemurfolk,Humanoid,ToB 271
112,Medium,1,1/4,Wolpertinger,Monstrosity,CC 382,1,1,Ice Urchin,Monstrosity,ToB3 239
113,Medium,3,1/8,Pixie's Umbrella,Plant,ToB2 158,1,1,Stone Creeper,Plant,ToB2 339
114,Medium,6,1/8,Shroud,Undead,ToB 348
115,Medium,2,1/4,Kenku,Humanoid,MM 194,1,1,Duergar Soulblade,Humanoid,MTF 190
116,Medium,8,0,Lantern Beetle,Beast,ToB2 40,1,1/4,Giant Bombardier Beetle,Beast,ToB2 39
117,Medium,6,1/8,Slaad Tadpole,Aberration,MM 276,1,1/4,Mimic' Map,Aberration,ToB 289
118,Medium,8,0,Lizard,Beast,MM 332,3,1/8,Camel,Beast,MM 320
119,Medium,3,1/8,Bandit,Humanoid,MM 343,2,1/4,Anarch,Humanoid,GGR 239
120,Medium,1,1/4,Jeholopterus,Beast,ToB3 127,1,1,Balloon Spider,Beast,ToB2 387
121,Medium,3,1/8,Giant Crab,Beast,MM 324,1,1,Bastet Temple Cat,Beast,ToB 32
122,Medium,6,1/8,Neogi Hatchling,Aberration,VGM 179
123,Medium,2,1/4,Grove Bear,Beast,ToB2 394,1,1,Bastet Temple Cat,Beast,ToB 32
124,Medium,8,0,Myconid Sprout,Plant,MM 230,1,1/4,Alliumite,Plant,CC 13
125,Medium,6,1/8,Neogi Hatchling,Aberration,VGM 179,1,1/4,Mimic' Map,Aberration,ToB 289
126,Medium,8,0,Lantern Beetle,Beast,ToB2 40,3,1/8,Giant Moth,Beast,CC 178
127,Medium,3,1/8,Mule,Beast,MM 333,2,1/4,Boar,Beast,MM 319
128,Medium,1,1/4,Jeholopterus,Beast,ToB3 127,1,1,Swarm of Bees,Beast,ToB2 400
129,Medium,3,1/8,Bookkeeper,Construct,CC 55,1,1,Bronze Sable,Construct,MOoT 210
130,Medium,6,1/8,Wharfling,Beast,ToB 407
131,Hard,2,1/4,Giant Poisonous Snake,Beast,MM 327,2,1/2,Warhorse,Beast,MM 340
132,Hard,12,0,Myconid Sprout,Plant,MM 230,1,1/2,Podling,Plant,VRgtR 227
133,Hard,8,1/8,Gorao-Ka,Fey,ToB2 221
134,Hard,4,1/8,Clockwork Servant,Construct,CC 65,2,1/2,Greed Swarm,Construct,ToB2 184
135,Hard,2,1/2,Gnoll,Humanoid,MM 163,1,1,Cueyatl Warrior,Humanoid,CC 69
136,Hard,1,2,Skyjek Roc,Monstrosity,GGR 219
137,Hard,4,1/8,Slaad Tadpole,Aberration,MM 276,1,1,Choker,Aberration,MTF 123
138,Hard,1,1/2,Hobgoblin,Humanoid,MM 186,1,2,Dragonborn Hvy Cavalry,Humanoid,CC 123
139,Hard,2,1/4,Giant Poisonous Snake,Beast,MM 327,2,1/2,War Ostrich,Beast,ToB 307
140,Hard,12,0,Bilby,Beast,ToB2 388,1,1/2,Warhorse,Beast,MM 340
141,Hard,8,1/8,Edjet Initiate,Humanoid,ToB2 131
142,Hard,4,1/8,Skavenslave,Humanoid,Skaven 5,2,1/2,Ravenfolk Scout (Kenku),Humanoid,ToB 322
143,Hard,2,1/2,Warhorse,Beast,MM 340,1,1,Balloon Spider,Beast,ToB2 387
144,Hard,1,2,Skeleton' Shadow,Undead,CC 342
145,Hard,4,1/8,Wicked Skull,Monstrosity,ToB2 368,1,1,Iceworm,Monstrosity,ToB3 241
146,Hard,1,1/2,War Ostrich,Beast,ToB 307,1,2,Scarsupial,Beast,ToB3 339
147,Hard,2,1/4,Mud Mephit,Elemental,MM 216,2,1/2,Magma Mephit,Elemental,MM 216
148,Hard,12,0,Hawk,Beast,MM 330,1,1/2,Swarm of Rot Grubs,Beast,VGM 208
149,Hard,8,1/8,Bookkeeper,Construct,CC 55
150,Hard,4,1/8,Shroud,Undead,ToB 348,2,1/2,Cackling Skeleton,Undead,ToB2 330
151,Hard,2,1/2,Bone Crab,Beast,ToB 40,1,1,Swarm of Compsognathus,Beast,ToB2 108
152,Hard,1,2,Specter (poltergeist),Undead,MM 279
153,Hard,4,1/8,Boggle,Fey,VGM 128,1,1,Alseid,Fey,MOoT 235
154,Hard,1,1/2,Bone Collector,Undead,ToB3 64,1,2,Fear Liath,Undead,CC 152
155,Hard,2,1/4,Musk Deer,Beast,ToB3 282,2,1/2,Porcellina,Beast,ToB3 317
156,Hard,12,0,Lemure,Fiend,MM 76,1,1/2,Moldering Devil,Fiend,ToB3 123
157,Hard,8,1/8,Wicked Skull,Monstrosity,ToB2 368
158,Hard,4,1/8,Young Kruthik,Monstrosity,MTF 211,2,1/2,Alseid,Monstrosity,ToB 15
159,Hard,2,1/2,Foxin,Fey,CC 163,1,1,Alseid,Fey,MOoT 235
160,Hard,1,2,Drake' Paper,Dragon,ToB 154
161,Deadly,12,1/8,Cikavak,Beast,ToB 58
162,Deadly,3,1/4,Drow,Humanoid,MM 128,2,1/2,Pike Guard,Humanoid,ToB3 166
163,Deadly,6,1/4,Witchlight,Construct,ToB 409
164,Deadly,3,1/4,Giant Frog,Beast,MM 325,1,2,Flame Eater Swarm,Beast,CC 158
165,Deadly,16,0,Weasel,Beast,MM 340
166,Deadly,1,1/2,Gas Spore,Plant,MM 138,1,2,Star Thrall,Plant,ToB3 346
167,Deadly,2,1/2,Execrable Shrub,Fiend,CC 304,1,2,Tree Skinner,Fiend,ToB2 351
168,Deadly,6,1/8,Young Kruthik,Monstrosity,MTF 211,3,1/4,Wolpertinger,Monstrosity,CC 382
169,Deadly,1,3,Alpine Creeper,Plant,ToB3 19
170,Deadly,6,1/8,Skavenslave,Humanoid,Skaven 5,2,1/2,Jackalwere,Humanoid,MM 193
171,Deadly,6,1/8,Cultist,Humanoid,MM 345,1,1,Dragonborn Lgt Cavalry,Humanoid,CC 124
172,Deadly,12,1/8,Mastiff,Beast,MM 332
173,Deadly,3,1/4,Grimlock,Humanoid,MM 175,2,1/2,Pike Guard,Humanoid,ToB3 166
174,Deadly,6,1/4,Plague Acolyte,Humanoid,Skaven 9
175,Deadly,3,1/4,Tortle,Humanoid,MTF 242,1,2,Priest,Humanoid,MM 348
176,Deadly,16,0,Myconid Sprout,Plant,MM 230
177,Deadly,1,1/2,Sedge Dragonette,Dragon,ToB3 149,1,2,Topaz Dragon Wyrmling,Dragon,FToD 223
178,Deadly,2,1/2,Magma Mephit,Elemental,MM 216,1,2,Azer,Elemental,MM 22
179,Deadly,6,1/8,Young Kruthik,Monstrosity,MTF 211,3,1/4,Acid Ant,Monstrosity,CC 8
180,Deadly,1,3,Hippopotamus,Beast,ToB3 233
181,Deadly,6,1/8,Poisonous Snake,Beast,MM 334,2,1/2,Moon Weaver,Beast,ToB3 274
182,Deadly,6,1/8,Giant Weasel,Beast,MM 329,1,1,Giant Vulture,Beast,MM 329
183,Deadly,12,1/8,Kobold,Humanoid,MM 195
184,Deadly,3,1/4,Clurichaun,Fey,ToB 67,2,1/2,Attercroppe,Fey,ToB2 32
185,Deadly,6,1/4,Mud Mephit,Elemental,MM 216
186,Deadly,3,1/4,Wolf,Beast,MM 341,1,2,Ant' Giant,Beast,ToB 23
187,Deadly,16,0,Cranium Rat,Beast,VGM 133
188,Deadly,1,1/2,Hybrid Spy,Humanoid,GGR 218,1,2,Dragon Speaker,Humanoid,FToD 189
189,Deadly,2,1/2,Clockwork Watchman,Construct,ToB 65,1,2,Pentadrone,Construct,MM 226
190,Deadly,6,1/8,Slaad Tadpole,Aberration,MM 276,3,1/4,Mimic' Map,Aberration,ToB 289
191,Insanity,6,1/4,Servitor Thrull,Construct,GGR 221,2,1,Bronze Sable,Construct,MOoT 210
192,Insanity,12,1/4,Kobold Inventor,Humanoid,VGM 166
193,Insanity,2,1,Nehekhara Warrior,Undead,TombKings 0,1,3,Mummy,Undead,MM 228
194,Insanity,1,1,Ooze' Suppurating,Ooze,CC 288,1,4,Stone-Eater Slime,Ooze,ToB3 357
195,Insanity,6,1/2,Blood Imp,Fiend,ToB2 103
196,Insanity,6,1/4,Forest Falcon,Beast,ToB2 390,3,1/2,Giant Wasp,Beast,MM 329
197,Insanity,6,1/4,Roachling Skirmisher,Humanoid,ToB 329,1,2,Wereraven,Humanoid,VRgtR 253
198,Insanity,3,1/2,Crocodile,Beast,MM 320,2,1,Swarm of Bees,Beast,ToB2 400
199,Insanity,3,1/2,Rust Monster,Monstrosity,MM 262,1,2,Egg Hunter Hatchling,Monstrosity,FToD 193
200,Insanity,12,1/8,Edjet Initiate,Humanoid,ToB2 131,1,1,Trollkin Raider,Humanoid,ToB2 353
201,Medium,2,1/4,Inkling,Construct,CC 227,2,1/2,Library Automaton,Construct,ToB 273
202,Medium,12,0,Hyena,Beast,MM 331,1,1/2,Swarm of Rot Grubs,Beast,VGM 208
203,Medium,1,1/2,Skulk,Humanoid,MTF 227,1,2,Hobgoblin Iron Shadow,Humanoid,VGM 162
204,Medium,4,1/8,Xvart,Humanoid,VGM 200,2,1/2,Lizardfolk,Humanoid,MM 204
205,Medium,1,2,Ogre,Giant,MM 237
206,Medium,2,1/2,Cueyatl,Humanoid,CC 68,1,1,Moss Lurker,Humanoid,ToB 298
207,Medium,8,1/8,Lymarien,Fey,ToB2 248
208,Medium,4,1/8,Blood Hawk,Beast,MM 319,1,1,Pestilence Swarm,Beast,ToB2 294
209,Medium,2,1/4,Garroter Crab,Beast,ToB 208,2,1/2,Moon Weaver,Beast,ToB3 274
210,Medium,12,0,Baboon,Beast,MM 318,1,1/2,Giant Goat,Beast,MM 326
211,Medium,1,1/2,Amphisbaena,Monstrosity,MOoT 208,1,2,Ankheg,Monstrosity,MM 21
212,Medium,4,1/8,Twig Blight,Plant,MM 32,2,1/2,Gas Spore,Plant,MM 138
213,Medium,1,2,Sea Dragon Qyrmling,Dragon,ToB 136
214,Medium,2,1/2,Void Cultist,Humanoid,CC 407,1,1,Ratfolk Warlock,Humanoid,CC 316
215,Medium,8,1/8,Noble,Humanoid,MM 348
216,Medium,4,1/8,Guard,Humanoid,MM 347,1,1,Dark Servant,Humanoid,CC 72
217,Medium,2,1/4,Bullywug,Humanoid,MM 35,2,1/2,Sahuagin,Humanoid,MM 263
218,Medium,12,0,Spider,Beast,MM 337,1,1/2,Black Bear,Beast,MM 318
219,Medium,1,1/2,Storm Spirit,Elemental,CC 350,1,2,Swarm of Ice Borers,Elemental,ToB3 362
220,Medium,4,1/8,Wicked Skull,Monstrosity,ToB2 368,2,1/2,Piercer,Monstrosity,MM 252
221,Medium,1,2,Clockwork Hound,Construct,ToB 62
222,Medium,2,1/2,Avestruzii,Humanoid,ToB3 48,1,1,Meazel,Humanoid,MTF 214
223,Medium,8,1/8,Fennec Fox,Beast,ToB2 390
224,Medium,4,1/8,Stirge,Beast,MM 284,1,1,Pestilence Swarm,Beast,ToB2 294
225,Medium,2,1/4,Exploding Toad,Monstrosity,CC 150,2,1/2,Draconian Foot Soldier,Monstrosity,FToD 178
226,Medium,12,0,Hawk,Beast,MM 330,1,1/2,Reef Shark,Beast,MM 336
227,Medium,1,1/2,Giant Goat,Beast,MM 326,1,2,Swarm of Esteron,Beast,ToB2 400
228,Medium,4,1/8,Mastiff,Beast,MM 332,2,1/2,Swarm of Insects,Beast,MM 338
229,Medium,1,2,Darkling Elder,Fey,VGM 134
230,Medium,2,1/2,Dust Mephit,Elemental,MM 215,1,1,Fire Snake,Elemental,MM 265
231,Hard,7,1/8,Tribal Warrior,Humanoid,MM 350,2,1/2,Goblin' Shadow,Humanoid,CC 191
232,Hard,2,1/2,Cueyatl,Humanoid,CC 68,1,2,Roachling Lord,Humanoid,ToB 329
233,Hard,3,1/4,Shiftshroom,Plant,ToB2 159,3,1/2,Myconid Adult,Plant,MM 232
234,Hard,3,1/4,Dretch,Fiend,MM 57,2,1,Gumienniki,Fiend,CC 213
235,Hard,1,3,Myrmidon Rakshasa,Fiend,ToB3 328
236,Hard,18,0,Baboon,Beast,MM 318
237,Hard,3,1/4,Oblex Spawn,Ooze,MTF 217,1,2,Gelatinous Cube,Ooze,MM 242
238,Hard,7,1/8,Noble,Humanoid,MM 348,3,1/4,Lemurfolk,Humanoid,ToB 271
239,Hard,6,1/4,Aarakocra,Humanoid,MM 12,1,1/2,Gnoll Hunter,Humanoid,VGM 154
240,Hard,7,1/8,Blood Hawk,Beast,MM 319,1,1,Dinosaur' Nodosaurus,Beast,CC 109
241,Hard,1,1/2,Moon Weaver,Beast,ToB3 274,1,3,Spider' J’ba Fofi,Beast,ToB 362
242,Hard,7,1/8,Compsognathus,Beast,ToB2 108,2,1/2,Black Bear,Beast,MM 318
243,Hard,2,1/2,Cackling Skeleton,Undead,ToB2 330,1,2,Putrid Haunt,Undead,ToB 315
244,Hard,3,1/4,Kalashtar,Humanoid,Ebb 317,3,1/2,Phoenixborn,Humanoid,ToB3 316
245,Hard,3,1/4,Swarm of Bats,Beast,MM 337,2,1,Moorbounder,Beast,EGtW 295
246,Hard,1,3,Mirager,Fey,ToB 291
247,Hard,18,0,Frog,Beast,MM 322
248,Hard,3,1/4,Giant Lizard,Beast,MM 326,1,2,Megantereon,Beast,ToB3 269
249,Hard,7,1/8,Xvart,Humanoid,VGM 200,3,1/4,Bullywug,Humanoid,MM 35
250,Hard,6,1/4,Giant Poisonous Snake,Beast,MM 327,1,1/2,Swarm of Rot Grubs,Beast,VGM 208
251,Hard,7,1/8,Manes,Fiend,MM 60,1,1,Inciter,Fiend,ToB3 108
252,Hard,1,1/2,Nkosi,Humanoid,ToB 306,1,3,Orc Red Fang of Shargaas,Humanoid,VGM 185
253,Hard,7,1/8,Giant Rat,Beast,MM 327,2,1/2,Swarm of Insects,Beast,MM 338
254,Hard,2,1/2,Drake' Alehouse,Dragon,ToB 148,1,2,Drake' Forest,Dragon,CC 128
255,Hard,3,1/4,Oblex Spawn,Ooze,MTF 217,3,1/2,Gray Ooze,Ooze,MM 243
256,Hard,3,1/4,Abyssal Wretch,Fiend,MTF 136,2,1,Maw Demon,Fiend,VGM 137
257,Hard,1,3,Bristled Moorbounder,Beast,EGtW 295
258,Hard,18,0,Meerkat,Beast,ToB3 268
259,Hard,3,1/4,Harefolk,Humanoid,ToB2 194,1,2,Dire Rat Cavalry,Humanoid,Skaven 14
260,Hard,7,1/8,Mule,Beast,MM 333,3,1/4,Stench Kow,Beast,VGM 207
261,Deadly,1,1,Giant Strider,Monstrosity,VGM 143,1,4,Alchemical Skunk,Monstrosity,ToB2 13
262,Deadly,12,1/8,Mastiff,Beast,MM 332,1,1,Giant Hyena,Beast,MM 326
263,Deadly,6,1/4,Giant Lizard,Beast,MM 326,3,1/2,Giant Sea Horse,Beast,MM 328
264,Deadly,6,1/4,Giant Lizard,Beast,MM 326,1,2,Razorback Crab,Beast,ToB3 98
265,Deadly,6,1/4,Drow,Humanoid,MM 128,2,1,Firenewt Warlock of Imix,Humanoid,VGM 143
266,Deadly,3,1/2,Porcellina,Beast,ToB3 317,1,2,Razorback Crab,Beast,ToB3 98
267,Deadly,6,1/2,Satyr,Fey,MM 267
268,Deadly,3,1/2,Clockwork Watchman,Construct,ToB 65,2,1,Clockwork Weaving Spider,Construct,ToB 66
269,Deadly,2,1,Kobold Ettin,Giant,ToB3 173,1,3,Thursir Giant,Giant,ToB 227
270,Deadly,12,1/4,Mimic' Map,Aberration,ToB 289
271,Deadly,1,1,Clawfoot,Beast,Ebb 289,1,4,Wharfling Swarm,Beast,ToB 407
272,Deadly,12,1/8,Hoard Scarab,Monstrosity,FToD 205,1,1,Hippogriff,Monstrosity,MM 184
273,Deadly,6,1/4,Elk,Beast,MM 322,3,1/2,Swarm of Rot Grubs,Beast,VGM 208
274,Deadly,6,1/4,Pseudodragon,Dragon,MM 254,1,2,Drake' Paper,Dragon,ToB 154
275,Deadly,6,1/4,Harefolk,Humanoid,ToB2 194,2,1,Yuan-ti Pureblood,Humanoid,MM 310
276,Deadly,3,1/2,Clockwork Watchman,Construct,ToB 65,1,2,Spider Thief,Construct,ToB 366
277,Deadly,6,1/2,Lantern Dragonette,Dragon,ToB 270
278,Deadly,3,1/2,Lantern Dragonette,Dragon,ToB 270,2,1,Brass Dragon Wyrmling,Dragon,MM 106
279,Deadly,2,1,Iron Defender,Construct,Ebb 293,1,3,Golem' Paper Swarm,Construct,CC 204
280,Deadly,12,1/4,Wolpertinger,Monstrosity,CC 382
281,Deadly,1,1,Nihilethic Zombie,Undead,ToB 9,1,4,Ghoul' Tar,Undead,CC 176
282,Deadly,12,1/8,Camel,Beast,MM 320,1,1,Balloon Spider,Beast,ToB2 387
283,Deadly,6,1/4,Harefolk,Humanoid,ToB2 194,3,1/2,Human' Elfmarked,Humanoid,CC 403
284,Deadly,6,1/4,Zombie,Undead,MM 316,1,2,Fear Liath,Undead,CC 152
285,Deadly,6,1/4,Golem' Paper,Construct,CC 204,2,1,Bronze Scout,Construct,MTF 125
286,Deadly,3,1/2,Library Automaton,Construct,ToB 273,1,2,Burnished Hart,Construct,MOoT 211
287,Deadly,6,1/2,Firenewt Warrior,Humanoid,VGM 142
288,Deadly,3,1/2,Jackalwere,Humanoid,MM 193,2,1,Rakdos Performer,Humanoid,GGR 249
289,Deadly,2,1,Deep Dragon Wyrmling,Dragon,FToD 175,1,3,Imperial Dragon Wyrmling,Dragon,ToB2 117
